序号,单词,词性,中文释义,释义状态,自动检查,来源义项ID,补充说明
3358,helmet,noun,noun. 头盔；防护帽,AI初稿完成,通过,helmet%1:06:01::|helmet%1:06:00::,
3359,heroine,noun,noun. 女英雄；女主角,AI初稿完成,通过,heroine%1:18:01::|heroine%1:18:00::,
3360,hey,interjection,interjection. 嘿；喂,AI初稿完成,通过,,无 OEWN 候选义项；依据词性证据和通行用法独立概括
3361,highway,noun,noun. 公路；干道,AI初稿完成,通过,highway%1:06:00::,
3362,hillside,noun,noun. 山坡；山腰,AI初稿完成,通过,hillside%1:17:00::,
3363,holy,adjective；noun,adjective. 神圣的；圣洁的；noun. 神圣之地,AI初稿完成,通过,holy%3:00:00::|holy%1:15:00::,
3364,homeland,noun,noun. 祖国；家乡；故土,AI初稿完成,通过,homeland%1:15:00::,
3365,hook,noun；verb,noun. 钩；挂钩；吸引人的部分；verb. 钩住；连接；吸引,AI初稿完成,通过,hook%1:06:03::|hook%1:25:00::|hook%1:09:00::|hook%2:35:00::|hook%2:40:01::,
3366,hopeful,adjective；noun,adjective. 有希望的；抱有希望的；noun. 有希望成功的人,AI初稿完成,通过,hopeful%3:00:00::|hopeful%5:00:00:auspicious:00|hopeful%1:18:00::,
3367,hopeless,adjective,adjective. 无望的；绝望的；糟透的；无能的,AI初稿完成,通过,hopeless%3:00:00::|hopeless%5:00:02:impossible:00|hopeless%5:00:01:bad:00|hopeless%5:00:03:unskilled:00,
3368,housewife,noun,noun. 家庭主妇,AI初稿完成,通过,housewife%1:18:00::,
3369,howl,noun；verb,noun. 嚎叫；怒吼；verb. 嚎叫；大声哭喊；狂笑,AI初稿完成,通过,howl%1:10:00::|howl%1:11:00::|howl%2:32:02::|howl%2:29:00::,
3370,hunger,noun；verb,noun. 饥饿；渴望；verb. 感到饥饿；渴望,AI初稿完成,通过,hunger%1:26:00::|hunger%1:07:00::|hunger%2:39:00::|hunger%2:34:01::,
3371,hunter,noun,noun. 猎人；搜寻者；猎犬,AI初稿完成,通过,hunter%1:18:00::|hunter%1:18:01::|hunter%1:06:00::,
3372,identification,noun,noun. 识别；身份证明；认同；鉴定,AI初稿完成,通过,identification%1:04:00::|identification%1:10:01::|identification%1:26:00::|identification%1:09:00::,
3373,immediate,adjective,adjective. 立即的；直接的；眼前的；紧邻的,AI初稿完成,通过,immediate%5:00:00:fast:01|immediate%3:00:00::|immediate%5:00:00:present:01|immediate%5:00:00:close:01,
3374,immigration,noun,noun. 移民入境；移民群体,AI初稿完成,通过,immigration%1:04:00::|immigration%1:14:00::,
3375,importance,noun,noun. 重要性；重要地位,AI初稿完成,通过,importance%1:07:00::|importance%1:26:00::,
3376,incorrect,adjective,adjective. 不正确的；不合适的；不准确的,AI初稿完成,通过,incorrect%3:00:00::|incorrect%5:00:00:improper:00|incorrect%5:00:00:inaccurate:00,
3377,independence,noun,noun. 独立；自主；不依赖,AI初稿完成,通过,independence%1:26:00::|independence%1:11:00::,
3378,inform,verb,verb. 通知；告知；使了解；赋予特征,AI初稿完成,通过,inform%2:32:00::|inform%2:32:10::|inform%2:30:00::,
3379,injure,verb,verb. 使受伤；损害；伤害感情,AI初稿完成,通过,injure%2:29:00::|injure%2:30:04::|injure%2:37:00::,
3380,ink,noun；verb,noun. 墨水；油墨；verb. 用墨水书写；签署,AI初稿完成,通过,ink%1:27:01::|ink%2:32:00::|ink%2:30:00::,
3381,inland,adjective；adverb,adjective. 内陆的；内地的；adverb. 向内陆；在内地,AI初稿完成,通过,inland%3:00:00::|inland%4:02:00::,
3382,inn,noun,noun. 客栈；小旅馆,AI初稿完成,通过,inn%1:06:00::,
3383,insert,verb；noun,verb. 插入；嵌入；添加；noun. 插入物；插页；插入动作,AI初稿完成,通过,insert%2:35:00::|insert%2:30:00::|insert%1:06:00::|insert%1:04:00::,
3384,inspect,verb,verb. 检查；视察；审查,AI初稿完成,通过,inspect%2:39:00::|inspect%2:38:00::|inspect%2:31:00::,
3385,instruct,verb,verb. 指导；教授；命令；通知,AI初稿完成,通过,instruct%2:32:00::|instruct%2:32:01::|instruct%2:32:02::,
3386,insure,verb,verb. 给……投保；保证；确保,AI初稿完成,通过,insure%2:40:00::|insure%2:32:00::|insure%2:31:00::|insure%2:32:04::,
3387,intelligence,noun,noun. 智力；理解力；情报；情报机构,AI初稿完成,通过,intelligence%1:09:00::|intelligence%1:10:02::|intelligence%1:14:00::|intelligence%1:04:00::,
3388,interpreter,noun,noun. 口译员；解释者；演绎者；解释程序,AI初稿完成,通过,interpreter%1:18:01::|interpreter%1:18:02::|interpreter%1:18:00::|interpreter%1:10:00::,
3389,interval,noun,noun. 间隔；间歇；幕间休息；音程,AI初稿完成,通过,interval%1:28:00::|interval%1:09:00::|interval%1:07:00::|interval%1:10:00::,
3390,inventor,noun,noun. 发明者；创造者,AI初稿完成,通过,inventor%1:18:00::,
3391,invitation,noun,noun. 邀请；请柬；诱因,AI初稿完成,通过,invitation%1:10:00::|invitation%1:07:00::,
3392,jar,noun；verb,noun. 罐；坛；一罐之量；verb. 震动；不协调；使烦躁,AI初稿完成,通过,jar%1:06:00::|jar%1:23:00::|jar%2:38:00::|jar%2:42:00::|jar%2:37:00::,
3393,jeep,noun,noun. 吉普车,AI初稿完成,通过,jeep%1:06:00::,
3394,jet,noun；verb；adjective,noun. 喷气式飞机；喷流；喷嘴；verb. 喷射；乘喷气式飞机；adjective. 乌黑的,AI初稿完成,通过,jet%1:06:00::|jet%1:11:00::|jet%1:06:02::|jet%2:35:00::|jet%2:38:00::|jet%5:00:00:achromatic:00,
3395,jewel,noun；verb,noun. 宝石；珍贵的人或物；verb. 用宝石装饰,AI初稿完成,通过,jewel%1:06:00::|jewel%1:18:00::|jewel%2:36:00::,
3396,judgement,noun,noun. 判断；判决；判断力；意见,AI初稿完成,通过,judgement%1:09:00::|judgement%1:10:00::|judgement%1:07:00::|judgement%1:04:02::,
3397,junk,noun；verb,noun. 废物；破烂；舢板；verb. 丢弃,AI初稿完成,通过,junk%1:27:00::|junk%1:06:01::|junk%2:40:00::,
3398,keeper,noun,noun. 看守人；保管者；守门员,AI初稿完成,通过,keeper%1:18:02::|keeper%1:18:00::,守门员义据常用语义独立概括
3399,kindness,noun,noun. 仁慈；善意；友善行为,AI初稿完成,通过,kindness%1:07:00::|kindness%1:07:01::|kindness%1:04:00::,
3400,ladder,noun；verb,noun. 梯子；晋升阶梯；抽丝；verb. 抽丝,AI初稿完成,通过,ladder%1:06:00::|ladder%1:26:00::|ladder%1:11:00::|ladder%2:30:00::,
3401,lame,adjective；verb,adjective. 跛的；站不住脚的；乏味的；verb. 使跛,AI初稿完成,通过,lame%5:00:01:unfit:01|lame%5:00:00:weak:00|lame%2:29:00::,
3402,laser,noun,noun. 激光；激光器,AI初稿完成,通过,laser%1:06:00::,
3403,lately,adverb,adverb. 最近；近来,AI初稿完成,通过,lately%4:02:00::,
3404,latter,adjective；noun,adjective. 后者的；后半的；noun. 后者,AI初稿完成,通过,latter%3:00:00::|latter%1:24:00::,
3405,laughter,noun,noun. 笑声；笑,AI初稿完成,通过,laughter%1:10:00::|laughter%1:04:00::,
3406,laundry,noun,noun. 待洗衣物；洗衣房；洗衣店,AI初稿完成,通过,laundry%1:06:01::|laundry%1:06:00::,
3407,leading,adjective；noun,adjective. 主要的；领先的；最好的；noun. 引导；铅条,AI初稿完成,通过,leading%5:00:02:major:06|leading%5:00:00:superior:01|leading%3:00:00::|leading%1:04:00::,
3408,learned,adjective,adjective. 博学的；有学问的；通过学习获得的,AI初稿完成,通过,learned%5:00:00:scholarly:00|learned%5:00:00:educated:00|learned%3:00:02::,
3409,liberate,verb,verb. 解放；释放；使摆脱；窃取,AI初稿完成,通过,liberate%2:41:01::|liberate%2:41:02::|liberate%2:41:00::|liberate%2:36:03::,
3410,lid,noun,noun. 盖子；眼睑,AI初稿完成,通过,lid%1:06:00::|lid%1:08:00::,
3411,lifetime,noun,noun. 一生；终生；使用期限,AI初稿完成,通过,lifetime%1:28:00::,
3412,lightning,noun,noun. 闪电；闪电般的事件,AI初稿完成,通过,lightning%1:19:00::|lightning%1:11:00::,
3413,lip,noun,noun. 嘴唇；边缘；唇状部分,AI初稿完成,通过,lip%1:08:00::|lip%1:06:00::|lip%1:20:00::,
3414,loaf,noun；verb,noun. 一条面包；块状物；verb. 闲逛；懒散度日,AI初稿完成,通过,loaf%1:13:00::|loaf%1:13:01::|loaf%2:42:01::|loaf%2:42:00::,
3415,loudly,adverb,adverb. 大声地；响亮地；花哨地,AI初稿完成,通过,loudly%4:02:00::|loudly%4:02:04::|loudly%4:02:02::,
3416,lounge,noun；verb,noun. 休息室；候机厅；verb. 懒散地坐卧；闲逛,AI初稿完成,通过,lounge%1:06:01::|lounge%1:06:00::|lounge%2:35:00::|lounge%2:42:00::,
3417,luggage,noun,noun. 行李,AI初稿完成,通过,luggage%1:06:00::,
3418,maid,noun,noun. 女仆；少女,AI初稿完成,通过,maid%1:18:01::|maid%1:18:00::,
3419,mainland,noun,noun. 大陆；本土,AI初稿完成,通过,mainland%1:17:00::,
3420,maple,noun,noun. 枫树；枫木,AI初稿完成,通过,maple%1:20:02::|maple%1:20:00::,
3421,marble,noun；verb,noun. 大理石；玻璃弹珠；大理石制品；verb. 使呈大理石纹,AI初稿完成,通过,marble%1:27:00::|marble%1:06:00::|marble%1:06:01::|marble%2:36:00::,
3422,married,adjective；noun,adjective. 已婚的；婚姻的；noun. 已婚者,AI初稿完成,通过,married%3:00:00::|married%3:01:00::|married%1:18:00::,
3423,mask,noun；verb,noun. 面具；口罩；掩饰；verb. 掩盖；戴面具；遮蔽,AI初稿完成,通过,mask%1:06:00::|mask%1:04:00::|mask%2:39:00::|mask%2:35:00::,
3424,mat,noun；adjective；verb,noun. 垫子；席子；adjective. 无光泽的；verb. 缠结；铺垫,AI初稿完成,通过,mat%1:06:00::|mat%5:00:00:dull:02|mat%2:30:00::|mat%2:35:00::,
3425,meanwhile,adverb；noun,adverb. 与此同时；在此期间；noun. 其间,AI初稿完成,通过,meanwhile%4:02:01::|meanwhile%4:02:00::|meanwhile%1:28:00::,
3426,mend,verb；noun,verb. 修补；修理；改善；noun. 修补处；好转,AI初稿完成,通过,mend%2:30:00::|mend%2:30:01::|mend%1:06:00::|mend%1:04:00::,
3427,mentally,adverb,adverb. 精神上；心理上；在头脑中,AI初稿完成,通过,mentally%4:02:00::,
3428,merchant,noun,noun. 商人；批发商,AI初稿完成,通过,merchant%1:18:00::,
3429,messy,adjective,adjective. 凌乱的；肮脏的；棘手的,AI初稿完成,通过,messy%5:00:00:untidy:00,棘手义据常用比喻义独立概括
3430,microwave,noun；verb,noun. 微波；微波炉；verb. 用微波炉加热,AI初稿完成,通过,microwave%1:19:00::|microwave%1:06:00::|microwave%2:30:00::,
3431,midday,noun,noun. 正午；中午,AI初稿完成,通过,midday%1:28:00::,
3432,millionaire,noun,noun. 百万富翁；富豪,AI初稿完成,通过,millionaire%1:18:00::,
3433,ministry,noun,noun. 政府部门；部；牧师工作；神职人员,AI初稿完成,通过,ministry%1:14:01::|ministry%1:06:00::|ministry%1:14:00::|ministry%1:04:00::,
3434,minus,preposition；adjective；noun,preposition. 减去；缺少；adjective. 负的；不利的；noun. 减号；缺点,AI初稿完成,通过,minus%3:00:00::|minus%5:00:00:disadvantageous:00|minus%1:04:00::,介词义据词形和开放语义证据独立概括
3435,misunderstand,verb,verb. 误解；误会,AI初稿完成,通过,misunderstand%2:31:01::,
3436,mm,noun,noun. 毫米,AI初稿完成,通过,mm%1:23:00::,
3437,mobile,adjective；noun,adjective. 可移动的；流动的；机动的；noun. 移动电话；悬挂饰物,AI初稿完成,通过,mobile%3:00:00::|mobile%5:00:00:moving:02|mobile%5:00:02:changeable:00|mobile%1:06:00::,移动电话义据现代常用语义独立概括
3438,modem,noun,noun. 调制解调器,AI初稿完成,通过,modem%1:06:00::,
3439,modest,adjective,adjective. 谦虚的；适度的；朴素的；不大的,AI初稿完成,通过,modest%3:00:02::|modest%5:00:00:moderate:00|modest%5:00:00:unpretentious:00|modest%5:00:00:limited:00,
3440,monument,noun,noun. 纪念碑；历史遗迹；丰碑,AI初稿完成,通过,monument%1:06:00::|monument%1:15:00::|monument%1:06:03::,
3441,motivation,noun,noun. 动机；动力；激励,AI初稿完成,通过,motivation%1:03:00::|motivation%1:26:00::|motivation%1:04:00::,
3442,motorcycle,noun；verb,noun. 摩托车；verb. 骑摩托车,AI初稿完成,通过,motorcycle%1:06:00::|motorcycle%2:38:00::,
3443,motto,noun,noun. 座右铭；格言；箴言,AI初稿完成,通过,motto%1:10:00::,
3444,mourn,verb,verb. 哀悼；悲伤；惋惜,AI初稿完成,通过,mourn%2:37:00::|mourn%2:37:01::,
3445,muddy,adjective；verb,adjective. 泥泞的；浑浊的；模糊的；verb. 弄脏；使浑浊；使混乱,AI初稿完成,通过,muddy%5:00:00:wet:01|muddy%5:00:00:dirty:01|muddy%5:00:00:opaque:00|muddy%2:35:00::|muddy%2:31:00::,
3446,multiply,verb；adverb,verb. 乘；成倍增加；繁殖；adverb. 多重地,AI初稿完成,通过,multiply%2:31:00::|multiply%2:30:00::|multiply%2:29:00::|multiply%4:02:00::,
3447,musical,adjective；noun,adjective. 音乐的；有音乐天赋的；悦耳的；noun. 音乐剧,AI初稿完成,通过,musical%3:01:00::|musical%3:00:02::|musical%3:00:01::|musical%1:10:00::,
3448,mustard,noun,noun. 芥末；芥菜；芥末酱,AI初稿完成,通过,mustard%1:20:00::|mustard%1:13:00::|mustard%1:13:01::,
3449,nationwide,adjective；adverb,adjective. 全国性的；adverb. 在全国范围内,AI初稿完成,通过,nationwide%5:00:00:comprehensive:00|nationwide%4:02:00::,
3450,necklace,noun,noun. 项链,AI初稿完成,通过,necklace%1:06:00::,
3451,northeast,noun；adjective；adverb,noun. 东北；东北部；adjective. 东北的；来自东北的；adverb. 向东北,AI初稿完成,通过,northeast%1:24:00::|northeast%1:15:01::|northeast%5:00:01:north:00|northeast%4:02:00::,
3452,northwest,noun；adjective；adverb,noun. 西北；西北部；adjective. 西北的；来自西北的；adverb. 向西北,AI初稿完成,通过,northwest%1:24:00::|northwest%1:15:01::|northwest%5:00:01:north:00|northwest%4:02:00::,
3453,nursery,noun,noun. 托儿所；苗圃；育儿室,AI初稿完成,通过,nursery%1:06:01::,苗圃与育儿室义据通行语义独立概括
3454,nursing,noun,noun. 护理；看护；护理职业,AI初稿完成,通过,nursing%1:04:00::|nursing%1:14:00::|nursing%1:04:01::,
3455,nylon,noun,noun. 尼龙；尼龙制品,AI初稿完成,通过,nylon%1:27:00::|nylon%1:06:00::,
3456,obey,verb,verb. 服从；遵守；听从,AI初稿完成,通过,obey%2:41:00::,
3457,obvious,adjective,adjective. 明显的；显而易见的,AI初稿完成,通过,obvious%3:00:00::,
3458,offshore,adjective；adverb,adjective. 近海的；离岸的；海外的；adverb. 在近海；向海上,AI初稿完成,通过,offshore%3:00:00::|offshore%5:00:00:marine:00|offshore%4:02:00::,
3459,oh,interjection,interjection. 哦；啊,AI初稿完成,通过,,无 OEWN 候选义项；依据词性证据和通行用法独立概括
3460,oneself,pronoun,pronoun. 自己；自身,AI初稿完成,通过,,无 OEWN 候选义项；依据词性证据和通行用法独立概括
3461,opener,noun,noun. 开场项目；开启工具；揭幕赛选手,AI初稿完成,通过,opener%1:11:00::|opener%1:06:00::|opener%1:18:00::,
3462,opening,noun；adjective,noun. 开口；开始；空缺；机会；adjective. 开始的；开场的,AI初稿完成,通过,opening%1:17:00::|opening%1:11:00::|opening%1:26:00::|opening%1:04:00::|opening%3:00:00::,
3463,operate,verb,verb. 操作；运转；经营；动手术,AI初稿完成,通过,operate%2:35:03::|operate%2:35:00::|operate%2:41:00::|operate%2:29:00::,
3464,optional,adjective,adjective. 可选择的；非强制的,AI初稿完成,通过,optional%3:00:00::,
3465,oral,adjective；noun,adjective. 口头的；口腔的；noun. 口试,AI初稿完成,通过,oral%5:00:00:spoken:00|oral%3:01:00::|oral%3:00:00::|oral%1:10:00::,
3466,outer,adjective,adjective. 外部的；外面的；外围的,AI初稿完成,通过,outer%3:00:00::|outer%5:00:00:outward:00|outer%5:00:00:external:00,
3467,outing,noun,noun. 远足；短途旅行；集体外出,AI初稿完成,通过,outing%1:04:00::|outing%1:28:00::,
3468,outspoken,adjective,adjective. 直言不讳的；坦率的,AI初稿完成,通过,outspoken%5:00:00:communicative:00|outspoken%5:00:00:direct:02,
3469,outward,adjective；adverb,adjective. 向外的；外表的；adverb. 向外；在外面,AI初稿完成,通过,outward%3:00:00::|outward%5:00:00:outgoing:00|outward%4:02:00::,
3470,oval,adjective；noun,adjective. 椭圆形的；noun. 椭圆；椭圆形物,AI初稿完成,通过,oval%5:00:00:rounded:00|oval%1:25:00::,
3471,overhead,adjective；noun；adverb,adjective. 头顶上的；经常性的；noun. 管理费用；天花板；adverb. 在头顶上；在空中,AI初稿完成,通过,overhead%3:00:00::|overhead%1:21:00::|overhead%1:15:00::|overhead%4:02:00::,
3472,overlook,verb；noun,verb. 忽视；俯瞰；宽恕；监督；noun. 高处的眺望点,AI初稿完成,通过,overlook%2:31:00::|overlook%2:39:01::|overlook%2:42:00::|overlook%2:39:00::|overlook%1:15:00::,
3473,overweight,adjective；noun,adjective. 超重的；noun. 超出的重量,AI初稿完成,通过,overweight%5:00:00:fat:01|overweight%1:07:00::,
3474,owner,noun,noun. 所有者；主人；物主,AI初稿完成,通过,owner%1:18:00::|owner%1:18:02::,
3475,ownership,noun,noun. 所有权；拥有；所有制,AI初稿完成,通过,ownership%1:21:00::|ownership%1:04:00::|ownership%1:26:00::,
3476,packet,noun,noun. 小包；数据包；一包文件,AI初稿完成,通过,packet%1:06:00::|packet%1:10:00::|packet%1:14:00::,
3477,paddle,noun；verb,noun. 桨；球拍；verb. 划桨；蹚水；轻拍,AI初稿完成,通过,paddle%1:06:03::|paddle%1:06:01::|paddle%2:38:00::|paddle%2:38:04::|paddle%2:35:03::,
3478,painful,adjective,adjective. 疼痛的；痛苦的；令人不快的；费力的,AI初稿完成,通过,painful%3:00:00::|painful%5:00:00:unpleasant:00|painful%5:00:00:bad:00|painful%5:00:00:uncomfortable:00,
3479,painter,noun,noun. 画家；油漆工；美洲狮,AI初稿完成,通过,painter%1:18:00::|painter%1:18:01::|painter%1:05:00::,
3480,painting,noun,noun. 绘画；油画；涂漆；画作,AI初稿完成,通过,painting%1:06:00::|painting%1:04:00::|painting%1:04:02::|painting%1:04:01::,
3481,paperwork,noun,noun. 文书工作；书面材料,AI初稿完成,通过,paperwork%1:04:00::,
3482,parallel,adjective；noun；verb,adjective. 平行的；相似的；noun. 平行线；相似事物；verb. 与……平行；与……相似,AI初稿完成,通过,parallel%3:00:00::|parallel%1:07:00::|parallel%1:25:00::|parallel%2:42:00::|parallel%2:30:00::,
