token,earliest_level,document_levels,source_ids,source_entry_count,source_entries
underneath,cet4,cet4,cet-english-2016-revised-word-list,1,underneath
understand,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,understand || understand understanding
understanding,cet4,cet4,cet-english-2016-revised-word-list,1,understand understanding
undertake,cet4,cet4,cet-english-2016-revised-word-list,1,undertake undertaking
undertaking,cet4,cet4,cet-english-2016-revised-word-list,1,undertake undertaking
underwear,cet4,cet4,cet-english-2016-revised-word-list,1,underwear
undo,cet4,cet4,cet-english-2016-revised-word-list,1,undo
undoubtedly,cet4,cet4,cet-english-2016-revised-word-list,1,undoubtedly
uneasy,cet4,cet4,cet-english-2016-revised-word-list,1,uneasy
unemployed,cet4,cet4,cet-english-2016-revised-word-list,1,unemployed unemployment
unemployment,cet4,cet4,cet-english-2016-revised-word-list,1,unemployed unemployment
unfold,cet6,cet6,cet-english-2016-revised-word-list,1,★ unfold
unification,cet6,cet6,cet-english-2016-revised-word-list,1,★ unify unification
uniform,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,uniform || uniform uniformity
uniformity,cet4,cet4,cet-english-2016-revised-word-list,1,uniform uniformity
unify,cet6,cet6,cet-english-2016-revised-word-list,1,★ unify unification
unilateral,cet6,cet6,cet-english-2016-revised-word-list,1,★ unilateral
union,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,union || union*
unique,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,unique || unique*
unit,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,unit
unite,cet4,cet4,cet-english-2016-revised-word-list,1,unite unity
unity,cet4,cet4,cet-english-2016-revised-word-list,1,unite unity
universal,cet4,cet4,cet-english-2016-revised-word-list,1,universe universal
universe,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,universe || universe universal
university,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,university
unleash,cet6,cet6,cet-english-2016-revised-word-list,1,★ unleash
unless,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,unless
unprecedented,cet6,cet6,cet-english-2016-revised-word-list,1,★ unprecedented
until,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,until || until (till)
unusual,senior_high,senior_high,moe-hs-english-2017-2025-appendix-2,1,unusual**
unveil,cet6,cet6,cet-english-2016-revised-word-list,1,★ unveil
up,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,up
update,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,update || update*
upgrade,cet4,cet4,cet-english-2016-revised-word-list,1,upgrade
uphold,cet6,cet6,cet-english-2016-revised-word-list,1,★ uphold
upload,cet4,cet4,cet-english-2016-revised-word-list,1,upload
upon,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,upon
upper,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,upper || upper*
upright,cet4,cet4,cet-english-2016-revised-word-list,1,upright
uprising,cet6,cet6,cet-english-2016-revised-word-list,1,★ uprising
upset,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,upset || upset**
upstairs,cet4,cet4,cet-english-2016-revised-word-list,1,upstairs
uptodate,cet4,cet4,cet-english-2016-revised-word-list,1,upＧtoＧdate
upward,cet4,cet4,cet-english-2016-revised-word-list,1,upward upwards
upwards,cet4,cet4,cet-english-2016-revised-word-list,1,upward upwards
uranium,cet6,cet6,cet-english-2016-revised-word-list,1,★ uranium
urban,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,urban urbanize/Ｇise urbanization/Ｇsation || urban**
urbanization,cet4,cet4,cet-english-2016-revised-word-list,1,urban urbanize/Ｇise urbanization/Ｇsation
urbanize,cet4,cet4,cet-english-2016-revised-word-list,1,urban urbanize/Ｇise urbanization/Ｇsation
urge,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,urge || urge**
urgency,cet4,cet4,cet-english-2016-revised-word-list,1,urgent urgency
urgent,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,urgent urgency || urgent**
urinate,cet6,cet6,cet-english-2016-revised-word-list,1,★ urine urinate
urine,cet6,cet6,cet-english-2016-revised-word-list,1,★ urine urinate
us,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,us
usage,cet4,cet4,cet-english-2016-revised-word-list,1,usage
use,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,use || use user useful useless
used,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,used || used*
useful,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,use user useful useless || useful*
useless,cet4,cet4,cet-english-2016-revised-word-list,1,use user useful useless
user,cet4,cet4,cet-english-2016-revised-word-list,1,use user useful useless
usual,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,usual || usual usually
usually,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,usual usually || usually*
utility,cet4,cet4,cet-english-2016-revised-word-list,1,utility
utilization,cet4,cet4,cet-english-2016-revised-word-list,1,utilize/Ｇise utilization/Ｇsation
utilize,cet4,cet4,cet-english-2016-revised-word-list,1,utilize/Ｇise utilization/Ｇsation
utmost,cet4,cet4,cet-english-2016-revised-word-list,1,utmost
utter,cet4,cet4,cet-english-2016-revised-word-list,2,utter１ || utter２ utterly
utterly,cet4,cet4,cet-english-2016-revised-word-list,1,utter２ utterly
vacancy,cet4,cet4,cet-english-2016-revised-word-list,1,vacant vacancy
vacant,cet4,cet4,cet-english-2016-revised-word-list,1,vacant vacancy
vacation,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,vacation
vaccinate,cet6,cet6,cet-english-2016-revised-word-list,1,★ vaccine vaccinate vaccination
vaccination,cet6,cet6,cet-english-2016-revised-word-list,1,★ vaccine vaccinate vaccination
vaccine,cet6,cet6,cet-english-2016-revised-word-list,1,★ vaccine vaccinate vaccination
vacuum,cet4,cet4,cet-english-2016-revised-word-list,1,vacuum
vague,cet4,cet4,cet-english-2016-revised-word-list,1,vague
vain,cet4,cet4,cet-english-2016-revised-word-list,1,vain vanity
valid,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,valid validate validity || valid**
validate,cet4,cet4,cet-english-2016-revised-word-list,1,valid validate validity
validity,cet4,cet4,cet-english-2016-revised-word-list,1,valid validate validity
valley,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,valley || valley**
valuable,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,valuable* || value valuable
value,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,value || value valuable
valve,cet6,cet6,cet-english-2016-revised-word-list,1,★ valve
van,cet4,cet4,cet-english-2016-revised-word-list,1,van
vanish,cet4,cet4,cet-english-2016-revised-word-list,1,vanish
vanity,cet4,cet4,cet-english-2016-revised-word-list,1,vain vanity
vapo,cet4,cet4,cet-english-2016-revised-word-list,1,vapo(u)r
variable,cet4,cet4,cet-english-2016-revised-word-list,1,vary variation variable variant
variant,cet4,cet4,cet-english-2016-revised-word-list,1,vary variation variable variant
variation,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,variation** || vary variation variable variant
variety,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,variety* || various variety
various,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,various variety || various*
vary,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,vary variation variable variant || vary**
vase,senior_high,senior_high,moe-hs-english-2017-2025-appendix-2,1,vase**
vast,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,vast || vast**
vegetable,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,vegetable || vegetable vegetarian
vegetarian,cet4,cet4,cet-english-2016-revised-word-list,1,vegetable vegetarian
vegetation,cet6,cet6,cet-english-2016-revised-word-list,1,★ vegetation
vehicle,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,vehicle || vehicle*
veil,cet4,cet4,cet-english-2016-revised-word-list,1,veil
vein,cet6,cet6,cet-english-2016-revised-word-list,1,★ vein
velocity,cet6,cet6,cet-english-2016-revised-word-list,1,★ velocity
velvet,cet6,cet6,cet-english-2016-revised-word-list,1,★ velvet
vendor,cet4,cet4,cet-english-2016-revised-word-list,1,vendor
vent,cet6,cet6,cet-english-2016-revised-word-list,1,★ vent
ventilate,cet6,cet6,cet-english-2016-revised-word-list,1,★ ventilate ventilation
ventilation,cet6,cet6,cet-english-2016-revised-word-list,1,★ ventilate ventilation
venture,cet4,cet4,cet-english-2016-revised-word-list,1,venture
venue,senior_high,senior_high|cet6,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,venue** || ★ venue
verb,cet4,cet4,cet-english-2016-revised-word-list,1,verb verbal
verbal,cet4,cet4,cet-english-2016-revised-word-list,1,verb verbal
verdict,cet6,cet6,cet-english-2016-revised-word-list,1,★ verdict
verge,cet6,cet6,cet-english-2016-revised-word-list,1,★ verge
verification,cet4,cet4,cet-english-2016-revised-word-list,1,verify verification
verify,cet4,cet4,cet-english-2016-revised-word-list,1,verify verification
versatile,cet6,cet6,cet-english-2016-revised-word-list,1,★ versatile
verse,cet6,cet6,cet-english-2016-revised-word-list,1,★ verse
version,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,version || version**
versus,cet4,cet4,cet-english-2016-revised-word-list,1,versus
vertical,cet4,cet4,cet-english-2016-revised-word-list,1,vertical
very,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,very
vessel,cet4,cet4,cet-english-2016-revised-word-list,1,vessel
vest,cet6,cet6,cet-english-2016-revised-word-list,1,★ vest
veteran,cet4,cet4,cet-english-2016-revised-word-list,1,veteran
veto,cet4,cet4,cet-english-2016-revised-word-list,1,veto
via,cet4,cet4,cet-english-2016-revised-word-list,1,via
viable,cet6,cet6,cet-english-2016-revised-word-list,1,★ viable
vibrate,cet6,cet6,cet-english-2016-revised-word-list,1,★ vibrate vibration
vibration,cet6,cet6,cet-english-2016-revised-word-list,1,★ vibrate vibration
vice,cet6,cet6,cet-english-2016-revised-word-list,1,★ vice
vicinity,cet6,cet6,cet-english-2016-revised-word-list,1,★ vicinity
vicious,cet6,cet6,cet-english-2016-revised-word-list,1,★ vicious
victim,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,victim victimize || victim**
victimize,cet4,cet4,cet-english-2016-revised-word-list,1,victim victimize
victorious,cet4,cet4,cet-english-2016-revised-word-list,1,victory victorious
victory,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,victory || victory victorious
video,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,video
view,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,view
viewpoint,cet4,cet4,cet-english-2016-revised-word-list,1,viewpoint
vigor,cet4,cet4,cet-english-2016-revised-word-list,1,vigor vigorous
vigorous,cet4,cet4,cet-english-2016-revised-word-list,1,vigor vigorous
village,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,village || village villager
villager,cet4,cet4,cet-english-2016-revised-word-list,1,village villager
vinegar,cet4,cet4,cet-english-2016-revised-word-list,1,vinegar
violate,cet4,cet4,cet-english-2016-revised-word-list,1,violate violation
violation,cet4,cet4,cet-english-2016-revised-word-list,1,violate violation
violence,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,violence** || violent violence
violent,cet4,cet4,cet-english-2016-revised-word-list,1,violent violence
violin,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,violin || violin violinist
violinist,cet4,cet4,cet-english-2016-revised-word-list,1,violin violinist
virgin,cet6,cet6,cet-english-2016-revised-word-list,1,★ virgin virginity
virginity,cet6,cet6,cet-english-2016-revised-word-list,1,★ virgin virginity
virtual,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,virtual virtually || virtual**
virtually,cet4,cet4,cet-english-2016-revised-word-list,1,virtual virtually
virtue,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,virtue virtuous || virtue**
virtuous,cet4,cet4,cet-english-2016-revised-word-list,1,virtue virtuous
virus,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,virus
visa,cet4,cet4,cet-english-2016-revised-word-list,1,visa
visibility,cet4,cet4,cet-english-2016-revised-word-list,1,visible visibility
visible,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,visible visibility || visible**
vision,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,vision visionary || vision**
visionary,cet4,cet4,cet-english-2016-revised-word-list,1,vision visionary
visit,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,visit || visit visitor
visitor,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,visit visitor || visitor*
visual,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,visual visualize/Ｇise || visual**
visualize,cet4,cet4,cet-english-2016-revised-word-list,1,visual visualize/Ｇise
vital,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,vital vitality || vital**
vitality,cet4,cet4,cet-english-2016-revised-word-list,1,vital vitality
vitamin,cet4,cet4,cet-english-2016-revised-word-list,1,vitamin
vivid,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,vivid || vivid**
vocabulary,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,vocabulary || vocabulary**
vocal,cet6,cet6,cet-english-2016-revised-word-list,1,★ vocal
vocation,cet4,cet4,cet-english-2016-revised-word-list,1,vocation vocational
vocational,cet4,cet4,cet-english-2016-revised-word-list,1,vocation vocational
vogue,cet6,cet6,cet-english-2016-revised-word-list,1,★ vogue
voice,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,voice
void,cet6,cet6,cet-english-2016-revised-word-list,1,★ void
volatile,cet6,cet6,cet-english-2016-revised-word-list,1,★ volatile volatility
volatility,cet6,cet6,cet-english-2016-revised-word-list,1,★ volatile volatility
volcanic,cet4,cet4,cet-english-2016-revised-word-list,1,volcano volcanic
volcano,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,volcano volcanic || volcano*
volleyball,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,volleyball
