word,relevance_score,relevance_recommendation,bnc_rank,contemporary_rank,oewn_pos,oewn_lexicographer_classes,theme_candidates,theme_assignment_status,independent_inclusion_reason,final_status
tutor,8,frequency_supported_extension,3839,9093,n|v,noun.person|verb.communication|verb.social,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 3839；当代语料 9093；评分 8/9）,priority_candidate_needs_semantic_review
twist,9,frequency_supported_extension,3673,3759,n|v,noun.act|noun.body|noun.communication|noun.event|noun.shape|noun.state|verb.body|verb.change|verb.communication|verb.contact|verb.motion|verb.stative,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 3673；当代语料 3759；评分 9/9）,priority_candidate_needs_semantic_review
typewriter,7,frequency_supported_extension,7660,9870,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 7660；当代语料 9870；评分 7/9）,priority_candidate_needs_semantic_review
typist,4,secondary_relevance_review,14970,22849,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 14970；当代语料 22849；评分 4/9）,pending_theme_review
tyre,4,secondary_relevance_review,4491,,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 4491；当代语料 无有效排名；评分 4/9）,pending_theme_review
unable,9,frequency_supported_extension,1474,2136,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 1474；当代语料 2136；评分 9/9）,priority_candidate_needs_semantic_review
unbearable,6,secondary_relevance_review,9826,10284,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持中等（BNC 9826；当代语料 10284；评分 6/9）,pending_theme_review
unbelievable,7,frequency_supported_extension,8410,6070,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 8410；当代语料 6070；评分 7/9）,priority_candidate_needs_semantic_review
uncertain,9,frequency_supported_extension,3532,4291,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 3532；当代语料 4291；评分 9/9）,priority_candidate_needs_semantic_review
uncomfortable,9,frequency_supported_extension,4465,3640,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 4465；当代语料 3640；评分 9/9）,priority_candidate_needs_semantic_review
unconditional,5,secondary_relevance_review,10278,11570,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持中等（BNC 10278；当代语料 11570；评分 5/9）,pending_theme_review
unconscious,7,frequency_supported_extension,5026,5668,a|n,adj.all|noun.cognition,人与自我,machine_candidate_needs_review,独立语料频率支持较强（BNC 5026；当代语料 5668；评分 7/9）,priority_candidate_needs_semantic_review
underline,8,frequency_supported_extension,4685,9691,n|v,noun.communication|verb.communication,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4685；当代语料 9691；评分 8/9）,priority_candidate_needs_semantic_review
understanding,9,frequency_supported_extension,1260,1298,a|n,adj.all|noun.cognition|noun.communication,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 1260；当代语料 1298；评分 9/9）,priority_candidate_needs_semantic_review
undertake,9,frequency_supported_extension,1604,4035,v,verb.communication|verb.creation|verb.social,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 1604；当代语料 4035；评分 9/9）,priority_candidate_needs_semantic_review
underwear,7,frequency_supported_extension,8792,6524,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 8792；当代语料 6524；评分 7/9）,priority_candidate_needs_semantic_review
undivided,4,secondary_relevance_review,19323,20480,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持中等（BNC 19323；当代语料 20480；评分 4/9）,pending_theme_review
undo,7,frequency_supported_extension,6417,6632,v,verb.contact|verb.creation|verb.social,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 6417；当代语料 6632；评分 7/9）,priority_candidate_needs_semantic_review
unemployment,9,frequency_supported_extension,1495,3492,n,noun.state,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 1495；当代语料 3492；评分 9/9）,priority_candidate_needs_semantic_review
unfair,9,frequency_supported_extension,3625,4493,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 3625；当代语料 4493；评分 9/9）,priority_candidate_needs_semantic_review
unfit,6,secondary_relevance_review,9543,13433,a|v,adj.all|verb.change,人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 9543；当代语料 13433；评分 6/9）,pending_theme_review
unfold,8,frequency_supported_extension,7574,4541,v,verb.change|verb.contact|verb.motion|verb.perception,人与自我|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 7574；当代语料 4541；评分 8/9）,priority_candidate_needs_semantic_review
unfortunate,9,frequency_supported_extension,4076,4970,a|n,adj.all|noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4076；当代语料 4970；评分 9/9）,priority_candidate_needs_semantic_review
unfortunately,9,frequency_supported_extension,1910,2016,r,adv.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 1910；当代语料 2016；评分 9/9）,priority_candidate_needs_semantic_review
unhappy,9,frequency_supported_extension,3622,4717,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 3622；当代语料 4717；评分 9/9）,priority_candidate_needs_semantic_review
unhealthy,6,secondary_relevance_review,11127,9533,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持中等（BNC 11127；当代语料 9533；评分 6/9）,pending_theme_review
unimportant,6,secondary_relevance_review,9487,12727,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持中等（BNC 9487；当代语料 12727；评分 6/9）,pending_theme_review
union,9,frequency_supported_extension,467,1658,a|n,adj.all|noun.act|noun.artifact|noun.event|noun.group|noun.process|noun.state,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 467；当代语料 1658；评分 9/9）,priority_candidate_needs_semantic_review
unite,9,frequency_supported_extension,3628,4146,v,verb.change|verb.social|verb.stative,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 3628；当代语料 4146；评分 9/9）,priority_candidate_needs_semantic_review
universal,9,frequency_supported_extension,2968,2642,a|n,adj.all|noun.artifact|noun.cognition|noun.communication,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 2968；当代语料 2642；评分 9/9）,priority_candidate_needs_semantic_review
unknown,9,frequency_supported_extension,2087,2825,a|n,adj.all|noun.communication|noun.location|noun.person,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 2087；当代语料 2825；评分 9/9）,priority_candidate_needs_semantic_review
unlike,9,frequency_supported_extension,2194,2468,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 2194；当代语料 2468；评分 9/9）,priority_candidate_needs_semantic_review
unmarried,7,frequency_supported_extension,7635,9465,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 7635；当代语料 9465；评分 7/9）,priority_candidate_needs_semantic_review
unpleasant,8,frequency_supported_extension,4722,6472,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 4722；当代语料 6472；评分 8/9）,priority_candidate_needs_semantic_review
unrest,7,frequency_supported_extension,6135,8995,n,noun.feeling|noun.state,人与自我,machine_candidate_needs_review,独立语料频率支持较强（BNC 6135；当代语料 8995；评分 7/9）,priority_candidate_needs_semantic_review
unsafe,7,frequency_supported_extension,9721,9139,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 9721；当代语料 9139；评分 7/9）,priority_candidate_needs_semantic_review
unsuccessful,7,frequency_supported_extension,5651,7731,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 5651；当代语料 7731；评分 7/9）,priority_candidate_needs_semantic_review
untrue,5,secondary_relevance_review,11112,11958,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持中等（BNC 11112；当代语料 11958；评分 5/9）,pending_theme_review
unwilling,7,frequency_supported_extension,5583,6237,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 5583；当代语料 6237；评分 7/9）,priority_candidate_needs_semantic_review
upstairs,9,frequency_supported_extension,3067,4381,a|n|r,adj.all|adv.all|noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 3067；当代语料 4381；评分 9/9）,priority_candidate_needs_semantic_review
upward,7,frequency_supported_extension,7607,6144,a|r,adj.all|adv.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 7607；当代语料 6144；评分 7/9）,priority_candidate_needs_semantic_review
useless,8,frequency_supported_extension,4667,5657,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 4667；当代语料 5657；评分 8/9）,priority_candidate_needs_semantic_review
user,9,frequency_supported_extension,806,1813,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 806；当代语料 1813；评分 9/9）,priority_candidate_needs_semantic_review
vacant,7,frequency_supported_extension,6366,6751,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 6366；当代语料 6751；评分 7/9）,priority_candidate_needs_semantic_review
vague,9,frequency_supported_extension,4265,4885,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 4265；当代语料 4885；评分 9/9）,priority_candidate_needs_semantic_review
vain,6,secondary_relevance_review,9731,10144,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持中等（BNC 9731；当代语料 10144；评分 6/9）,pending_theme_review
valid,9,frequency_supported_extension,3211,4703,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 3211；当代语料 4703；评分 9/9）,priority_candidate_needs_semantic_review
vanilla,6,secondary_relevance_review,16038,5374,a|n,adj.all|adj.pert|noun.cognition|noun.food|noun.plant,人与自我|人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 16038；当代语料 5374；评分 6/9）,pending_theme_review
veal,4,secondary_relevance_review,21553,12617,n,noun.food,人与自我,machine_candidate_needs_review,独立语料频率支持中等（BNC 21553；当代语料 12617；评分 4/9）,pending_theme_review
vertical,9,frequency_supported_extension,3857,4448,a|n,adj.all|adj.pert|noun.artifact|noun.relation,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 3857；当代语料 4448；评分 9/9）,priority_candidate_needs_semantic_review
vest,7,frequency_supported_extension,9247,6686,n|v,noun.artifact|verb.body|verb.possession|verb.social,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 9247；当代语料 6686；评分 7/9）,priority_candidate_needs_semantic_review
vice,7,frequency_supported_extension,7210,9910,n,noun.act|noun.artifact|noun.attribute,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 7210；当代语料 9910；评分 7/9）,priority_candidate_needs_semantic_review
viewer,9,frequency_supported_extension,4851,2478,n,noun.artifact|noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4851；当代语料 2478；评分 9/9）,priority_candidate_needs_semantic_review
