sequence,record_id,word,variants,dataset_layer,curriculum_level,parts_of_speech,definitions_zh,selected_source_sense_ids,oewn_match_status,definition_method,qa_status,qa_notes
3040,release-word-3040,allocate,,extension,,verb,verb：分配；拨给；划拨,allocate%2:40:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3041,release-word-3041,allowance,,extension,,noun,noun：津贴；零用钱；限额；折让,allowance%1:21:00:: | allowance%1:21:02:: | allowance%1:21:01:: | allowance%1:07:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3042,release-word-3042,alphabet,,extension,,noun,noun：字母表；一套符号系统,alphabet%1:10:00:: | alphabet%1:09:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3043,release-word-3043,altitude,,extension,,noun,noun：海拔；高度；高处,altitude%1:07:00:: | altitude%1:25:00:: | altitude%1:24:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3044,release-word-3044,amaze,,extension,,verb,verb：使惊奇；使惊愕,amaze%2:31:00:: | amaze%2:31:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3045,release-word-3045,ambassador,,extension,,noun,noun：大使；使节；代表,ambassador%1:18:00:: | ambassador%1:18:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3046,release-word-3046,ambiguous,,extension,,adjective,adjective：含糊的；有歧义的；不明确的,ambiguous%3:00:04:: | ambiguous%3:00:00:: | ambiguous%5:00:00:unstructured:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3047,release-word-3047,ample,,extension,,adjective,adjective：充足的；丰富的；宽敞的,ample%3:00:00:: | ample%5:00:00:abundant:00 | ample%5:00:00:large:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3048,release-word-3048,amusement,,extension,,noun,noun：娱乐；消遣；愉悦,amusement%1:04:00:: | amusement%1:12:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3049,release-word-3049,analysis,,extension,,noun,noun：分析；解析；分析报告,analysis%1:04:00:: | analysis%1:09:00:: | analysis%1:10:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3050,release-word-3050,anchor,,extension,,noun; verb,noun：锚；主持人；依靠 | verb：抛锚；使固定；主持,anchor%1:06:00:: | anchor%1:18:00:: | anchor%2:35:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,依靠义据常用比喻义独立概括
3051,release-word-3051,anecdote,,extension,,noun,noun：轶事；趣闻,anecdote%1:10:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3052,release-word-3052,anniversary,,extension,,noun,noun：周年纪念日；周年纪念,anniversary%1:28:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3053,release-word-3053,announcement,,extension,,noun,noun：公告；通知；宣布,announcement%1:10:01:: | announcement%1:10:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3054,release-word-3054,apology,,extension,,noun,noun：道歉；歉意；辩解,apology%1:10:00:: | apology%1:10:02:: | apology%1:09:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3055,release-word-3055,apparent,,extension,,adjective,adjective：显而易见的；表面上的；貌似的,apparent%5:00:00:obvious:00 | apparent%5:00:00:superficial:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3056,release-word-3056,appearance,,extension,,noun,noun：外表；出现；露面；表象,appearance%1:07:00:: | appearance%1:11:00:: | appearance%1:04:01:: | appearance%1:09:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3057,release-word-3057,appendix,,extension,,noun,noun：附录；阑尾,appendix%1:10:00:: | appendix%1:08:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3058,release-word-3058,appoint,,extension,,verb,verb：任命；指定；安排,appoint%2:41:01:: | appoint%2:41:00:: | appoint%2:40:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3059,release-word-3059,appreciation,,extension,,noun,noun：欣赏；感激；理解；增值,appreciation%1:09:00:: | appreciation%1:10:00:: | appreciation%1:04:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,增值义据开放语义证据独立概括
3060,release-word-3060,approximately,,extension,,adverb,adverb：大约；近似地,approximately%4:02:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3061,release-word-3061,apron,,extension,,noun,noun：围裙；停机坪；台口,apron%1:06:00:: | apron%1:15:00:: | apron%1:06:02::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3062,release-word-3062,arbitrary,,extension,,adjective,adjective：任意的；武断的；随意决定的,arbitrary%3:00:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3063,release-word-3063,architecture,,extension,,noun,noun：建筑学；建筑风格；体系结构,architecture%1:09:00:: | architecture%1:06:00:: | architecture%1:07:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3064,release-word-3064,argument,,extension,,noun,noun：争论；论点；理由；论证,argument%1:10:02:: | argument%1:10:03:: | argument%1:10:00:: | argument%1:10:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3065,release-word-3065,arithmetic,,extension,,noun; adjective,noun：算术 | adjective：算术的,arithmetic%1:09:00:: | arithmetic%3:01:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3066,release-word-3066,armchair,,extension,,noun,noun：扶手椅,armchair%1:06:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3067,release-word-3067,arrange,,extension,,verb,verb：安排；整理；布置；商定,arrange%2:35:00:: | arrange%2:32:04:: | arrange%2:36:03:: | arrange%2:36:02::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3068,release-word-3068,arrival,,extension,,noun,noun：到达；到来；到达者,arrival%1:04:00:: | arrival%1:04:01:: | arrival%1:18:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3069,release-word-3069,ash,,extension,,noun; verb,noun：灰；灰烬；梣树 | verb：把……烧成灰,ash%1:27:01:: | ash%1:20:00:: | ash%2:30:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3070,release-word-3070,assessment,,extension,,noun,noun：评估；评价；估价；考核,assessment%1:09:00:: | assessment%1:21:00:: | assessment%1:04:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3071,release-word-3071,assist,,extension,,verb; noun,verb：帮助；协助 | noun：帮助；助攻,assist%2:41:02:: | assist%2:41:00:: | assist%1:04:01:: | assist%1:04:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3072,release-word-3072,assistance,,extension,,noun,noun：帮助；援助；辅助,assistance%1:04:00:: | assistance%1:07:00:: | assistance%1:21:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3073,release-word-3073,associate,,extension,,verb; noun; adjective,verb：联想；联系；交往 | noun：同事；伙伴 | adjective：副的；联合的,associate%1:18:00:: | associate%1:18:01:: | associate%5:00:00:subordinate:01,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义据词形和开放语义证据独立概括
3074,release-word-3074,astronomy,,extension,,noun,noun：天文学,astronomy%1:09:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3075,release-word-3075,athletic,,extension,,adjective,adjective：运动的；健壮的；擅长运动的,athletic%3:01:00:: | athletic%5:00:00:active:01 | athletic%5:00:00:mesomorphic:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3076,release-word-3076,athletics,,extension,,noun,noun：体育运动；田径运动,athletics%1:04:00:: | athletics%1:11:00:: | athletics%1:04:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3077,release-word-3077,atom,,extension,,noun,noun：原子；微粒,atom%1:27:00:: | atom%1:27:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3078,release-word-3078,attraction,,extension,,noun,noun：吸引；吸引力；有吸引力的事物；景点,attraction%1:19:00:: | attraction%1:07:00:: | attraction%1:09:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,景点义据常用具体义独立概括
3079,release-word-3079,attractive,,extension,,adjective,adjective：有吸引力的；迷人的；诱人的,attractive%3:00:01:: | attractive%5:00:00:appealing:00 | attractive%3:00:02::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3080,release-word-3080,authentic,,extension,,adjective,adjective：真实的；真正的；可信的,authentic%5:00:00:genuine:00 | authentic%5:00:00:trustworthy:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3081,release-word-3081,avenue,,extension,,noun,noun：大街；林荫道；途径,avenue%1:06:00:: | avenue%1:04:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3082,release-word-3082,bachelor,,extension,,noun; verb,noun：未婚男子；学士 | verb：过单身生活,bachelor%1:18:00:: | bachelor%1:18:01:: | bachelor%2:42:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3083,release-word-3083,badly,,extension,,adverb,adverb：糟糕地；严重地；非常；迫切地,badly%4:02:02:: | badly%4:02:00:: | badly%4:02:06:: | badly%4:02:05::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3084,release-word-3084,baggage,,extension,,noun,noun：行李；包袱,baggage%1:06:00:: | baggage%1:06:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3085,release-word-3085,bake,,extension,,verb,verb：烘烤；烤制；晒热,bake%2:30:00:: | bake%2:36:00:: | bake%2:42:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3086,release-word-3086,balcony,,extension,,noun,noun：阳台；楼座,balcony%1:06:02:: | balcony%1:06:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3087,release-word-3087,bandage,,extension,,noun; verb,noun：绷带 | verb：用绷带包扎,bandage%1:06:00:: | bandage%2:35:03:: | bandage%2:29:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3088,release-word-3088,bang,,extension,,noun; verb,noun：巨响；猛击；刘海 | verb：猛击；砰地关上,bang%1:11:01:: | bang%1:11:00:: | bang%1:08:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义据词形和开放语义证据独立概括
3089,release-word-3089,bare,,extension,,adjective,adjective：赤裸的；空的；无遮盖的；仅有的,bare%5:00:00:unclothed:00 | bare%5:00:00:meager:00 | bare%3:00:04:: | bare%3:00:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3090,release-word-3090,bargain,,extension,,noun; verb,noun：便宜货；协议 | verb：讨价还价；谈判,bargain%1:21:01:: | bargain%1:10:00:: | bargain%2:40:00:: | bargain%2:32:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3091,release-word-3091,basement,,extension,,noun,noun：地下室；地下层,basement%1:06:00:: | basement%1:06:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3092,release-word-3092,bathe,,extension,,verb; noun,verb：洗澡；给……洗澡；浸泡 | noun：游泳；洗浴,bathe%2:29:00:: | bathe%2:35:00:: | bathe%2:38:00:: | bathe%1:04:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3093,release-word-3093,beam,,extension,,noun; verb,noun：光束；横梁；笑容 | verb：发光；面露喜色,beam%1:19:01:: | beam%1:06:00:: | beam%1:10:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义据词形和开放语义证据独立概括
3094,release-word-3094,beast,,extension,,noun,noun：野兽；牲畜；粗野的人,beast%1:03:00:: | beast%1:18:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3095,release-word-3095,bedding,,extension,,noun,noun：床上用品；垫草,bedding%1:06:00:: | bedding%1:06:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3096,release-word-3096,bee,,extension,,noun,noun：蜜蜂；聚会活动,bee%1:05:00:: | bee%1:14:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3097,release-word-3097,beg,,extension,,verb,verb：乞求；请求；乞讨,beg%2:32:00:: | beg%2:32:01:: | beg%2:40:00:: | beg%2:32:02::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3098,release-word-3098,beginning,,extension,,noun; adjective,noun：开始；开端；起源 | adjective：开始的；初期的,beginning%1:11:00:: | beginning%1:28:00:: | beginning%1:09:00:: | beginning%5:00:00:opening:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3099,release-word-3099,belly,,extension,,noun,noun：腹部；肚子；内部；鼓起部分,belly%1:08:00:: | belly%1:08:02:: | belly%1:25:00:: | belly%1:15:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3100,release-word-3100,bench,,extension,,noun,noun：长凳；工作台；法官席,bench%1:06:00:: | bench%1:06:01:: | bench%1:14:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3101,release-word-3101,beneficial,,extension,,adjective,adjective：有益的；有利的,beneficial%5:00:00:advantageous:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3102,release-word-3102,besides,,extension,,adverb,adverb：此外；而且；除……之外,besides%4:02:01:: | besides%4:02:03::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
